gene_id_Zm	OG	module_num	module_color	hub_score_kME	description (maizeGDB's maizemine)
Zm00001eb247580	OG0006330	2	blue	0.63985266	Protein kinase domain-containing protein
Zm00001eb033790	OG0004714	2	blue	0.63941343	Putative E3 ubiquitin-protein ligase XERICO
Zm00001eb019650	OG0012698	2	blue	0.6378425	Lon N-terminal domain-containing protein
Zm00001eb059350	OG0007189	2	blue	0.63754157	NAC domain-containing protein
Zm00001eb213710	OG0007189	2	blue	0.63754157	NAC domain-containing protein
Zm00001eb031880	OG0011265	2	blue	0.63630874	NA
Zm00001eb034050	OG0009462	2	blue	0.63603158	small heat shock protein
Zm00001eb076160	OG0022159	2	blue	0.63338577	Tubby-like F-box protein 7
Zm00001eb107250	OG0018591	2	blue	0.63103494	Protein TIME FOR COFFEE
Zm00001eb324930	OG0018591	2	blue	0.63103494	Protein TIME FOR COFFEE
Zm00001eb334140	OG0013318	2	blue	0.63000851	Cold induced 16
Zm00001eb290330	OG0017581	2	blue	0.62991621	Aldose reductase
Zm00001eb429390	OG0017581	2	blue	0.62991621	NA
Zm00001eb387830	OG0023147	2	blue	0.6280571	Zinc-binding family protein
Zm00001eb037040	OG0009469	2	blue	0.62318441	Ethylene-responsive transcription factor RAP2-2
Zm00001eb390790	OG0010458	2	blue	0.62242092	Putative vacuolar protein sorting-associated protein 13A
Zm00001eb159320	OG0001238	2	blue	0.62160441	Cytochrome P450 family 72 subfamily A polypeptide 8
Zm00001eb358770	OG0001238	2	blue	0.62160441	Cytochrome P450 family 72 subfamily A polypeptide 8
Zm00001eb054710	OG0002730	2	blue	0.62022174	Chemocyanin
Zm00001eb054730	OG0002730	2	blue	0.62022174	Chemocyanin
Zm00001eb216460	OG0002730	2	blue	0.62022174	Chemocyanin
Zm00001eb150560	OG0008748	2	blue	0.62003834	Cysteine proteinase inhibitor
Zm00001eb369350	OG0008748	2	blue	0.62003834	Cysteine proteinase inhibitor
Zm00001eb014600	OG0016040	2	blue	0.61938953	calvin cycle protein CP12-1
Zm00001eb335060	OG0008886	2	blue	0.61901436	transcription factor MYB62
Zm00001eb336190	OG0016640	2	blue	0.61872149	Pyruvate decarboxylase
Zm00001eb152940	OG0006833	2	blue	0.61730433	Auxin response factor
Zm00001eb370810	OG0006833	2	blue	0.61730433	Auxin response factor
Zm00001eb266370	OG0011842	2	blue	0.61706328	Myb-related protein MYBAS2
Zm00001eb242800	OG0017945	2	blue	0.61453193	ATPase inhibitor
Zm00001eb376630	OG0009733	2	blue	0.6138693	RING-type E3 ubiquitin ligase
Zm00001eb149660	OG0007691	2	blue	0.61320301	Proline-rich family protein
Zm00001eb368960	OG0007691	2	blue	0.61320301	Proline-rich family protein
Zm00001eb286310	OG0012479	2	blue	0.61227473	Protein EARLY RESPONSIVE TO DEHYDRATION 15
Zm00001eb031360	OG0011430	2	blue	0.60977605	Hcy-binding domain-containing protein
Zm00001eb135800	OG0011430	2	blue	0.60977605	Hcy-binding domain-containing protein
Zm00001eb043310	OG0018305	2	blue	0.6094255	Serine incorporator 3
Zm00001eb386480	OG0014617	2	blue	0.60792288	Tetratricopeptide repeat-containing domain
Zm00001eb337410	OG0006963	2	blue	0.60777169	Transcription factor MYBS3
Zm00001eb238170	OG0013952	2	blue	0.60684392	Rhodanese-like domain-containing protein 4
Zm00001eb258050	OG0016325	2	blue	0.60611499	Plasma membrane fusion PRM1
Zm00001eb018700	OG0019112	2	blue	0.60595155	WD domain
Zm00001eb044860	OG0022661	2	blue	0.60149986	Alpha-galactosidase
Zm00001eb287350	OG0002098	2	blue	0.60081325	Cysteine-rich receptor-like protein kinase 2
Zm00001eb354860	OG0002098	2	blue	0.60081325	Cysteine-rich receptor-like protein kinase 42
Zm00001eb317110	OG0019856	2	blue	0.59950705	NA
Zm00001eb285520	OG0018891	2	blue	0.59806655	Beta-glucosidase 22
Zm00001eb369590	OG0016469	2	blue	0.59800904	Thioredoxin
Zm00001eb274260	OG0006053	2	blue	0.59784257	HTH myb-type domain-containing protein
Zm00001eb390020	OG0006053	2	blue	0.59784257	HTH myb-type domain-containing protein
Zm00001eb266360	OG0009002	2	blue	0.59569167	Myb-related protein MYBAS2
Zm00001eb095890	OG0024363	2	blue	0.59497465	U-box domain-containing protein 33
Zm00001eb182740	OG0002126	2	blue	0.59419122	Gibberellin receptor GID1L2
Zm00001eb244560	OG0002126	2	blue	0.59419122	Gibberellin receptor GID1L2
Zm00001eb072990	OG0003570	2	blue	0.59317905	Glycine--tRNA ligase beta subunit
Zm00001eb250770	OG0003570	2	blue	0.59317905	NA
Zm00001eb147960	OG0005174	2	blue	0.592892	Hypothetcal protein
Zm00001eb367700	OG0005174	2	blue	0.592892	Hypothetcal protein
Zm00001eb013740	OG0021435	2	blue	0.59265964	NA
Zm00001eb306010	OG0004371	2	blue	0.59195428	Plasma membrane associated protein-1
Zm00001eb226680	OG0013991	2	blue	0.59180224	Oligopeptide transporter-like protein
Zm00001eb315000	OG0013667	2	blue	0.5903943	BRI1 kinase inhibitor 1
Zm00001eb067890	OG0002331	2	blue	0.58954631	Protein kinase domain-containing protein
Zm00001eb067900	OG0002331	2	blue	0.58954631	Protein kinase domain-containing protein
Zm00001eb432490	OG0002331	2	blue	0.58954631	Protein kinase domain-containing protein
Zm00001eb417550	OG0001985	2	blue	0.58933316	Stress-induced hydrophobic peptide
Zm00001eb143340	OG0005625	2	blue	0.58908728	Lysine ketoglutarate reductase trans-splicing related 1-like
Zm00001eb364610	OG0005625	2	blue	0.58908728	Lysine ketoglutarate reductase trans-splicing related 1-like
Zm00001eb121900	OG0003268	2	blue	0.58875364	Small heat shock protein HSP17.8
Zm00001eb337690	OG0003268	2	blue	0.58875364	Small heat shock protein HSP17.8
Zm00001eb395330	OG0003268	2	blue	0.58875364	Small heat shock protein HSP17.8
Zm00001eb395360	OG0003268	2	blue	0.58875364	Small heat shock protein HSP17.8
Zm00001eb395370	OG0003268	2	blue	0.58875364	Small heat shock protein HSP17.8
Zm00001eb006310	OG0011189	2	blue	0.58741793	NA
Zm00001eb271550	OG0014198	2	blue	0.58739819	Pre-mRNA-processing-splicing factor 8A
Zm00001eb375530	OG0014198	2	blue	0.58739819	Pre-mRNA-processing-splicing factor 8A
Zm00001eb295010	OG0008426	2	blue	0.58713485	NA
Zm00001eb295150	OG0008426	2	blue	0.58713485	NA
Zm00001eb342970	OG0008426	2	blue	0.58713485	NA
Zm00001eb067810	OG0007370	2	blue	0.58672493	NA
Zm00001eb432470	OG0007370	2	blue	0.58672493	NA
Zm00001eb305330	OG0014947	2	blue	0.58641931	4-hydroxyphenylacetaldehyde oxime monooxygenase
Zm00001eb061930	OG0004951	2	blue	0.58541654	G-box-binding factor 1
Zm00001eb413650	OG0004951	2	blue	0.58541654	BZIP domain-containing protein
Zm00001eb015630	OG0012720	2	blue	0.58511611	NAC domain-containing protein
Zm00001eb395320	OG0012720	2	blue	0.58511611	NAC domain-containing protein
Zm00001eb266800	OG0010296	2	blue	0.58447566	Putative E3 ubiquitin-protein ligase XBAT31
Zm00001eb355740	OG0010296	2	blue	0.58447566	E3 ubiquitin-protein ligase XB3
Zm00001eb376100	OG0012838	2	blue	0.583746	Starch synthase
Zm00001eb101500	OG0008043	2	blue	0.58275547	Putative E3 ubiquitin-protein ligase XERICO
Zm00001eb316120	OG0008043	2	blue	0.58275547	Putative E3 ubiquitin-protein ligase XERICO
Zm00001eb293180	OG0002380	2	blue	0.58261493	Serine O-acetyltransferase
Zm00001eb361640	OG0002380	2	blue	0.58261493	Serine O-acetyltransferase
Zm00001eb344210	OG0015760	2	blue	0.58064741	Protein-serine/threonine phosphatase
Zm00001eb246530	OG0015197	2	blue	0.58013644	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (Ferredoxin)
Zm00001eb073340	OG0020067	2	blue	0.58002304	NA
Zm00001eb312110	OG0013246	2	blue	0.57819875	NA
Zm00001eb130650	OG0002799	2	blue	0.57695118	Serine/arginine-rich-splicing factor SR34
Zm00001eb285560	OG0002799	2	blue	0.57695118	Arginine/serine-rich splicing factor
Zm00001eb159560	OG0011611	2	blue	0.57550565	Putative WRKY transcription factor 19
Zm00001eb024960	OG0018487	2	blue	0.57473367	Xyloglucan endotransglucosylase/hydrolase
Zm00001eb012920	OG0002754	2	blue	0.57376299	GST N-terminal domain-containing protein
Zm00001eb397280	OG0002754	2	blue	0.57376299	GST N-terminal domain-containing protein
Zm00001eb282840	OG0007907	2	blue	0.57375592	WRKY domain-containing protein
Zm00001eb346880	OG0007907	2	blue	0.57375592	WRKY domain-containing protein
Zm00001eb007670	OG0017729	2	blue	0.573742	probable strigolactone esterase DAD2
Zm00001eb400720	OG0017729	2	blue	0.573742	probable strigolactone esterase DAD2
Zm00001eb081030	OG0014261	2	blue	0.57356492	PLAT domain-containing protein
Zm00001eb345750	OG0013473	2	blue	0.57199795	VOC domain-containing protein
Zm00001eb085610	OG0007401	2	blue	0.57099606	MYND-type domain-containing protein
Zm00001eb248930	OG0007978	2	blue	0.56947306	Homeodomain-containing transcription factor A1
Zm00001eb127770	OG0018237	2	blue	0.56580968	Protein induced upon tuberization
Zm00001eb058550	OG0009306	2	blue	0.56497747	CCG-binding protein 1
Zm00001eb214110	OG0009306	2	blue	0.56497747	CCG-binding protein 1
Zm00001eb122670	OG0015017	2	blue	0.56384145	NA
Zm00001eb330890	OG0014544	2	blue	0.56353546	Stress responsive protein 1
Zm00001eb330900	OG0014544	2	blue	0.56353546	Stress responsive protein 1
Zm00001eb049770	OG0011804	2	blue	0.5604336	5'-AMP-activated protein kinase beta-2 subunit protein
Zm00001eb414460	OG0005761	2	blue	0.5601895	Indole-3-glycerol-phosphate synthase
Zm00001eb031940	OG0001352	2	blue	0.55892632	9-cis-epoxycarotenoid dioxygenase
Zm00001eb218680	OG0001352	2	blue	0.55892632	9-cis-epoxycarotenoid dioxygenase 1
Zm00001eb288020	OG0017391	2	blue	0.55595377	Peptide transporter PTR5 (Fragment)
Zm00001eb012080	OG0006619	2	blue	0.55440596	AT-hook motif nuclear-localized protein
Zm00001eb225320	OG0012325	2	blue	0.55390656	putative anthocyanidin reductase
Zm00001eb140320	OG0008687	2	blue	0.55340605	Peroxidase
Zm00001eb433870	OG0014195	2	blue	0.55239232	Stem-specific protein TSJT1
Zm00001eb126230	OG0005218	2	blue	0.54993362	U-box domain-containing protein 4
Zm00001eb146820	OG0005218	2	blue	0.54993362	ARM repeat superfamily protein
Zm00001eb228210	OG0005218	2	blue	0.54993362	NA
Zm00001eb334600	OG0005218	2	blue	0.54993362	U-box domain-containing protein 4
Zm00001eb423030	OG0005218	2	blue	0.54993362	ARM repeat superfamily protein
Zm00001eb205090	OG0008228	2	blue	0.54991382	PPM-type phosphatase domain-containing protein
Zm00001eb239920	OG0008228	2	blue	0.54991382	Protein-serine/threonine phosphatase
Zm00001eb344180	OG0008228	2	blue	0.54991382	Protein-serine/threonine phosphatase
Zm00001eb051240	OG0003647	2	blue	0.54924566	Transducin family protein
Zm00001eb121270	OG0006248	2	blue	0.54427426	Zinc finger CCCH domain-containing protein 2
Zm00001eb337450	OG0006248	2	blue	0.54427426	Zinc finger CCCH domain-containing protein 2
Zm00001eb066660	OG0022166	2	blue	0.54412965	D-lactate dehydratase
Zm00001eb316240	OG0012065	2	blue	0.54404002	NA
Zm00001eb118220	OG0021911	2	blue	0.54384563	Suppressor of RPS4-RLD 1
Zm00001eb014590	OG0014418	2	blue	0.54234018	BZIP domain-containing protein
Zm00001eb052250	OG0003269	2	blue	0.5415906	BOI-related E3 ubiquitin-protein ligase 1
Zm00001eb217590	OG0003269	2	blue	0.5415906	BOI-related E3 ubiquitin-protein ligase 1
Zm00001eb409040	OG0018407	2	blue	0.54142057	2-oxoisovalerate dehydrogenase
Zm00001eb300410	OG0013643	2	blue	0.54122428	P-loop containing nucleoside triphosphate hydrolase
Zm00001eb198660	OG0002294	2	blue	0.54078404	CAP10 domain-containing protein
Zm00001eb352940	OG0014358	2	blue	0.54059014	Transmembrane protein 56
Zm00001eb112840	OG0009424	2	blue	0.53918322	WRKY domain-containing protein
Zm00001eb169460	OG0009424	2	blue	0.53918322	WRKY domain-containing protein
Zm00001eb129690	OG0006922	2	blue	0.53894134	WRKY domain-containing protein
Zm00001eb332300	OG0006922	2	blue	0.53894134	WRKY domain-containing protein
Zm00001eb306800	OG0014942	2	blue	0.53727107	Potassium transporter
Zm00001eb256460	OG0014671	2	blue	0.53549215	Usp domain-containing protein
Zm00001eb058720	OG0019935	2	blue	0.53321107	NA
Zm00001eb301540	OG0015300	2	blue	0.53225035	Tryptophan synthase
Zm00001eb417480	OG0011848	2	blue	0.53185122	Retrotransposon protein SINE subclass
Zm00001eb199410	OG0015691	2	blue	0.53135446	BTB/POZ domain-containing protein At1g55760
Zm00001eb019250	OG0014390	2	blue	0.52736878	Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
Zm00001eb392710	OG0014390	2	blue	0.52736878	Protein WEAK CHLOROPLAST MOVEMENT UNDER BLUE LIGHT 1
Zm00001eb420610	OG0004500	2	blue	0.52652353	Chloroplastic quinone-oxidoreductase
Zm00001eb049190	OG0006267	2	blue	0.5245908	Post-illumination chlorophyll fluorescence increase
Zm00001eb219530	OG0006267	2	blue	0.5245908	Post-illumination chlorophyll fluorescence increase
Zm00001eb382100	OG0002044	2	blue	0.52384831	MATE efflux family protein DTX1
Zm00001eb289570	OG0019051	2	blue	0.51850767	Aldo-keto reductase family 4 member C9
Zm00001eb291660	OG0008413	2	blue	0.51804126	Mediator of RNA polymerase II transcription subunit 23
Zm00001eb055430	OG0010691	2	blue	0.51695327	Monoglyceride lipase
Zm00001eb216000	OG0010691	2	blue	0.51695327	Monoglyceride lipase
Zm00001eb016420	OG0012713	2	blue	0.51468245	Dormancy-associated protein homolog 3
Zm00001eb394970	OG0012713	2	blue	0.51468245	Dormancy/auxin associated protein
Zm00001eb004750	OG0002605	2	blue	0.51414597	NA
Zm00001eb047990	OG0002605	2	blue	0.51414597	Plant-specific domain TIGR01615 family protein
Zm00001eb051050	OG0008963	2	blue	0.51253975	Thylakoid assembly 9
Zm00001eb218850	OG0008963	2	blue	0.51253975	Thylakoid assembly 9
Zm00001eb315490	OG0010498	2	blue	0.51182	Glutathione S-transferase
Zm00001eb414980	OG0018399	2	blue	0.51083147	V-type proton ATPase subunit D
Zm00001eb426520	OG0002540	2	blue	0.50966314	Beta-glucosidase 18
Zm00001eb050850	OG0018291	2	blue	0.50964214	Organic cation/carnitine transporter 7
Zm00001eb340280	OG0013301	2	blue	0.50941821	USP-like protein isoform 3
Zm00001eb021220	OG0008435	2	blue	0.50843227	SHQ1 domain-containing protein
Zm00001eb044440	OG0008435	2	blue	0.50843227	SHQ1 domain-containing protein
Zm00001eb167080	OG0003581	2	blue	0.5081277	14-3-3 protein theta (Fragment)
Zm00001eb108640	OG0001438	2	blue	0.50580879	Cysteine-rich receptor-like protein kinase 10
Zm00001eb323300	OG0001438	2	blue	0.50580879	Cysteine-rich receptor-like protein kinase 10
Zm00001eb103480	OG0007133	2	blue	0.50203882	Staygreen domain-containing protein
Zm00001eb319560	OG0007133	2	blue	0.50203882	Senescence-inducible chloroplast stay-green protein 1
Zm00001eb041200	OG0012475	2	blue	0.50172674	Temperature-induced lipocalin-1
Zm00001eb143540	OG0006796	2	blue	0.49958684	Phosphoenolpyruvate carboxylase
Zm00001eb367740	OG0020675	2	blue	0.49874487	Delta-1-pyrroline-5-carboxylate synthase
Zm00001eb192910	OG0011392	2	blue	0.49840675	Lysine-ketoglutarate reductase/saccharopine dehydrogenase1
Zm00001eb213330	OG0018647	2	blue	0.49717767	Putative glycosyl transferase Gly (Fragment)
Zm00001eb129520	OG0008867	2	blue	0.49709792	Transcription factor APG
Zm00001eb037990	OG0014306	2	blue	0.49462096	Receptor-like serine/threonine-protein kinase
Zm00001eb427320	OG0015899	2	blue	0.4945906	Salutaridine reductase
Zm00001eb295770	OG0012689	2	blue	0.49442397	Chaperone protein dnaJ 3
Zm00001eb343630	OG0012689	2	blue	0.49442397	Chaperone protein dnaj 3
Zm00001eb206670	OG0012256	2	blue	0.49427162	Vacuolar protein sorting-associated protein 26A-like
Zm00001eb011220	OG0019160	2	blue	0.49302503	Regulator of Vps4 activity in the MVB pathway protein
Zm00001eb064950	OG0012153	2	blue	0.48858702	Ribosome-binding factor PSRP1
Zm00001eb389630	OG0017910	2	blue	0.48814359	NA
Zm00001eb102160	OG0015332	2	blue	0.48706582	protein CUP-SHAPED COTYLEDON 3
Zm00001eb317170	OG0015332	2	blue	0.48706582	NAC domain-containing protein
Zm00001eb152190	OG0001277	2	blue	0.48526192	Pentatricopeptide (PPR) repeat protein-like
Zm00001eb370290	OG0001277	2	blue	0.48526192	Pentatricopeptide (PPR) repeat protein-like
Zm00001eb274850	OG0006062	2	blue	0.47953517	NA
Zm00001eb389430	OG0006062	2	blue	0.47953517	NA
Zm00001eb046960	OG0010279	2	blue	0.4787951	CitMHS domain-containing protein
Zm00001eb222400	OG0010279	2	blue	0.4787951	CitMHS domain-containing protein
Zm00001eb410420	OG0006658	2	blue	0.47814558	Dynein beta chain
Zm00001eb145210	OG0005915	2	blue	0.47789107	RNA polymerase III RPC4
Zm00001eb174430	OG0005915	2	blue	0.47789107	NA
Zm00001eb318050	OG0005915	2	blue	0.47789107	RNA polymerase III RPC4
Zm00001eb265240	OG0009007	2	blue	0.47730089	Putative MYB DNA-binding domain superfamily protein
Zm00001eb355010	OG0009007	2	blue	0.47730089	Putative MYB DNA-binding domain superfamily protein
Zm00001eb232960	OG0010740	2	blue	0.4762932	4-hydroxyphenylpyruvate dioxygenase
Zm00001eb145730	OG0006808	2	blue	0.47427344	F-box protein SKP2A
Zm00001eb099440	OG0010101	2	blue	0.47415512	Non-specific serine/threonine protein kinase
Zm00001eb312900	OG0010101	2	blue	0.47415512	Non-specific serine/threonine protein kinase
Zm00001eb121310	OG0008918	2	blue	0.47245762	ATP-dependent 6-phosphofructokinase
Zm00001eb337520	OG0008918	2	blue	0.47245762	ATP-dependent 6-phosphofructokinase
Zm00001eb252090	OG0007080	2	blue	0.47194106	Usp domain-containing protein
Zm00001eb085240	OG0020257	2	blue	0.47144674	ACT domain-containing protein ACR6
Zm00001eb162210	OG0010825	2	blue	0.47080083	Vacuolar-processing enzyme
Zm00001eb356840	OG0010825	2	blue	0.47080083	Vacuolar-processing enzyme
Zm00001eb103030	OG0005326	2	blue	0.46904602	RNA helicase
Zm00001eb318770	OG0005326	2	blue	0.46904602	RNA helicase
Zm00001eb430170	OG0014043	2	blue	0.468748	late embryogenesis abundant protein At5g17165
Zm00001eb335070	OG0013331	2	blue	0.46764773	Aspergillus nuclease S(1)
Zm00001eb247750	OG0003541	2	blue	0.46312698	Senescence regulator
Zm00001eb009550	OG0015906	2	blue	0.46302802	Homeobox-leucine zipper protein HOX19
Zm00001eb036470	OG0014097	2	blue	0.46224923	F-box domain-containing protein
Zm00001eb242920	OG0007560	2	blue	0.45958545	Peptidyl-prolyl cis-trans isomerase G
Zm00001eb022410	OG0022285	2	blue	0.45881042	Expansin-like EG45 domain-containing protein
Zm00001eb395860	OG0022285	2	blue	0.45881042	Expansin-like CBD domain-containing protein
Zm00001eb269490	OG0004516	2	blue	0.4582039	Probable E3 ubiquitin-protein ligase XBOS36
Zm00001eb378520	OG0004516	2	blue	0.4582039	Putative E3 ubiquitin-protein ligase XBOS36
Zm00001eb255240	OG0018468	2	blue	0.45804546	Annexin
Zm00001eb047060	OG0008988	2	blue	0.45741506	High mobility group B1
Zm00001eb095050	OG0008988	2	blue	0.45741506	RING/U-box superfamily protein
Zm00001eb003440	OG0014055	2	blue	0.4539361	NA
Zm00001eb154570	OG0010034	2	blue	0.45186095	FLZ-type domain-containing protein
Zm00001eb340480	OG0010034	2	blue	0.45186095	FLZ-type domain-containing protein
Zm00001eb149810	OG0008745	2	blue	0.45168196	NAC domain-containing protein
Zm00001eb369060	OG0008745	2	blue	0.45168196	NAC domain-containing protein
Zm00001eb332560	OG0003517	2	blue	0.45111	NA
Zm00001eb168730	OG0013085	2	blue	0.45066473	Mitogen-activated protein kinase kinase kinase YODA
Zm00001eb194160	OG0009135	2	blue	0.44877039	VQ domain-containing protein
Zm00001eb255230	OG0009135	2	blue	0.44877039	VQ domain-containing protein
Zm00001eb071570	OG0009069	2	blue	0.44707986	plant intracellular Ras-group-related LRR protein 6-like
Zm00001eb375600	OG0017799	2	blue	0.44705099	F-box/RNI-like superfamily protein isoform 3
Zm00001eb079720	OG0012571	2	blue	0.44565439	C2 and GRAM domain-containing protein
Zm00001eb157860	OG0021141	2	blue	0.44390099	G-box-binding factor 3
Zm00001eb226320	OG0013995	2	blue	0.44347826	La-related protein 6 isoform 1
Zm00001eb192680	OG0012989	2	blue	0.4409826	probable alpha
Zm00001eb257510	OG0012989	2	blue	0.4409826	probable alpha
Zm00001eb189920	OG0019783	2	blue	0.43990321	Aldehyde dehydrogenase2
Zm00001eb245030	OG0010372	2	blue	0.43983018	NAC domain-containing protein
Zm00001eb233250	OG0010745	2	blue	0.43945302	VQ domain-containing protein
Zm00001eb209570	OG0015518	2	blue	0.43911356	Catalase
Zm00001eb315770	OG0019852	2	blue	0.43880327	Peroxidase
Zm00001eb232000	OG0012240	2	blue	0.43816428	Protein PHOSPHATE STARVATION RESPONSE 3
Zm00001eb108200	OG0003852	2	blue	0.4354627	NA
Zm00001eb108210	OG0003852	2	blue	0.4354627	Zinc finger protein AZF1
Zm00001eb156960	OG0003852	2	blue	0.4354627	Zinc finger protein AZF1
Zm00001eb312310	OG0003852	2	blue	0.4354627	Zinc finger protein AZF1
Zm00001eb326170	OG0003852	2	blue	0.4354627	Zinc finger protein 1
Zm00001eb180080	OG0014117	2	blue	0.43541487	Protein DETOXIFICATION
Zm00001eb150550	OG0018114	2	blue	0.43220196	Coumaroyl shikimate 3-hydroxylase 2
